scenario,symbol,trade_direction,trades,win_rate,avg_return,median_return,best_trade,worst_trade,avg_pnl_per_contract
0_SAME_100_NEXT,UBER,LONG,1,1.0,0.1831088460138334,0.1831088460138334,0.1831088460138334,0.1831088460138334,37.72500000000005
0_SAME_100_NEXT,URI,LONG,1,0.0,-0.0261324041811846,-0.0261324041811846,-0.0261324041811846,-0.0261324041811846,-44.99999999999993
0_SAME_100_NEXT,VRT,LONG,1,0.0,-0.2287409360580092,-0.2287409360580092,-0.2287409360580092,-0.2287409360580092,-347.00000000000006
0_SAME_100_NEXT,VST,SHORT,1,0.0,-0.1993459599400464,-0.1993459599400464,-0.1993459599400464,-0.1993459599400464,-109.72500000000008
0_SAME_100_NEXT,WDAY,LONG,2,1.0,0.47236157669633594,0.47236157669633594,0.8032597387585254,0.1414634146341464,204.53750000000005
0_SAME_100_NEXT,WFC,LONG,3,1.0,0.2946044663910556,0.3781873614190685,0.4849354375896699,0.0206906001644284,60.616666666666646
0_SAME_100_NEXT,WYNN,LONG,1,0.0,-0.2479528044377915,-0.2479528044377915,-0.2479528044377915,-0.2479528044377915,-70.39999999999998
0_SAME_100_NEXT,XYZ,LONG,2,1.0,0.6876168647704715,0.6876168647704715,0.8219125048393343,0.5533212247016086,132.92499999999998
100_SAME_0_NEXT,ABNB,LONG,1,0.0,-0.0665935872841874,-0.0665935872841874,-0.0665935872841874,-0.0665935872841874,-18.22499999999998
100_SAME_0_NEXT,ADSK,LONG,1,1.0,0.0593126385809312,0.0593126385809312,0.0593126385809312,0.0593126385809312,26.750000000000007
100_SAME_0_NEXT,ANET,SHORT,1,0.0,-0.2992682926829269,-0.2992682926829269,-0.2992682926829269,-0.2992682926829269,-92.02500000000002
100_SAME_0_NEXT,APA,SHORT,2,0.0,-0.11440185830429725,-0.11440185830429725,-0.0174216027874564,-0.2113821138211381,-13.487499999999997
100_SAME_0_NEXT,APP,LONG,2,1.0,0.21511818865920052,0.21511818865920052,0.4078048780487804,0.0224314992696206,547.8374999999997
100_SAME_0_NEXT,AXP,LONG,1,1.0,0.0569105691056912,0.0569105691056912,0.0569105691056912,0.0569105691056912,47.25000000000019
100_SAME_0_NEXT,BAC,LONG,2,1.0,0.29830475730499895,0.29830475730499895,0.3063414634146344,0.2902680511953635,26.800000000000004
100_SAME_0_NEXT,BBY,LONG,1,1.0,0.2948859166011013,0.2948859166011013,0.2948859166011013,0.2948859166011013,46.849999999999966
