trading_date,stocks,equal_weight_return,median_return,advancers_pct,decliners_pct,average_absolute_move,average_intraday_range,best_symbol,best_return,worst_symbol,worst_return
2026-03-02,119,0.008548447043125459,0.008663709453839763,0.6890756302521008,0.31092436974789917,0.01715348330460827,0.03139416776261788,ENPH,0.08475809385230981,ELV,-0.06951871657754005
2026-03-03,119,0.002579872833196314,0.0014454348349794977,0.5378151260504201,0.46218487394957986,0.013996519789772233,0.03341049117156603,NOW,0.04921223354958282,SLB,-0.03344614772048571
2026-03-04,119,0.004746975803156809,0.0038145586349895844,0.6134453781512605,0.37815126050420167,0.011292229052519757,0.024984307943933547,IREN,0.08001479472321527,ROK,-0.041931289693453944
2026-03-05,119,-0.003982569018930583,-0.006380047850358839,0.31932773109243695,0.680672268907563,0.013850064973619718,0.03207302281667433,NOW,0.05404577480197803,PM,-0.03837215892988721
2026-03-06,119,0.000959176437280352,0.002331525948876756,0.5714285714285714,0.42016806722689076,0.011159342552443968,0.02770820607185364,BA,0.05627428571428572,IREN,-0.05776636713735561
