trading_date,symbol,theme,open,high,low,close,return_open_close,intraday_high_from_open,intraday_low_from_open,intraday_range,volume,bars
2026-03-02,META,Technology,636.71,659.77,634.68,653.55,0.026448461623030717,0.03621743022726198,-0.003188264673085195,0.03953173252662756,207673.0,78
2026-03-02,MPC,Energy,204.98,210.245,202.44,209.79,0.023465703971119245,0.025685432725143897,-0.012391452824665805,0.038554633471646005,241780.0,78
2026-03-02,MRK,Healthcare,123.3,123.45,121.045,121.35,-0.015815085158150888,0.0012165450121655041,-0.01828872668288728,0.0198686438927671,501579.0,78
2026-03-02,MS,Financials,162.55,169.5,162.385,166.98,0.027253152876038023,0.04275607505382961,-0.0010150722854507244,0.04381562336422706,294635.0,78
2026-03-02,MSFT,Technology,392.855,401.18,390.73,398.49,0.014343714602079727,0.02119102467831646,-0.005409120413384039,0.026744810994804524,579259.0,78
2026-03-02,MU,Semiconductors,401.52,417.36,397.27,412.44,0.027196652719665204,0.03945008965929486,-0.010584777844192095,0.050570141213784225,412457.0,78
2026-03-02,NEE,Utilities,93.27,93.5,91.77,92.69,-0.006218505414388287,0.0024659590436368894,-0.0160823415889354,0.018851476517380394,364981.0,78
2026-03-02,NFLX,Consumer,95.3,98.07,95.27,97.06,0.018467995802728288,0.02906610703043011,-0.00031479538300105414,0.029390154298309934,5021319.0,78
2026-03-02,NOC,Defense,740.0,767.67,740.0,767.32,0.036918918918918964,0.03739189189189185,0.0,0.03739189189189185,58680.0,73
2026-03-02,NOW,Technology,105.82,111.06,105.19,109.42,0.03402003402003406,0.04951804951804961,-0.005953505953505855,0.05580378362962257,543194.0,78
2026-03-02,NVDA,Semiconductors,174.81,183.455,174.75,182.4,0.04341856873176586,0.04945369258051602,-0.0003432297923460226,0.04981402002861235,6157811.0,78
2026-03-02,OKE,Energy,84.27,86.67,83.06,86.115,0.021893912424350237,0.02847988608045582,-0.014358609232229647,0.0434625571875753,535739.0,78
2026-03-02,ORCL,Technology,141.97,150.14,141.32,149.16,0.05064450235965334,0.05754736916249903,-0.004578432063111926,0.062411548259269756,530675.0,78
2026-03-02,OXY,Energy,56.18,56.2,53.34,54.19,-0.035421858312566834,0.0003559985760057671,-0.05055179779280872,0.05361829771278592,1087652.0,78
2026-03-02,PANW,Technology,148.165,151.81,146.185,150.13,0.013262241420038512,0.024600951641750912,-0.013363479904160869,0.038478640079351534,302727.0,78
2026-03-02,PCG,Utilities,18.985,19.155,18.8,19.09,0.005530682117461216,0.008954437713984742,-0.009744535159336265,0.018882978723404387,1019946.0,78
2026-03-02,PEG,Utilities,86.235,86.31,84.33,84.46,-0.02058328984750979,0.0008697164724300599,-0.022090798399721723,0.023479188900747072,105228.0,78
2026-03-02,PEP,Consumer,169.08,169.47,167.17,167.215,-0.011030281523539243,0.00230660042583386,-0.011296427726520175,0.013758449482562662,167531.0,78
2026-03-02,PG,Consumer,165.29,166.53,163.49,163.49,-0.010889950995220388,0.007501966241151958,-0.010889950995220388,0.018594409444002702,300751.0,78
2026-03-02,PLD,Real Estate,140.53,142.975,140.04,142.68,0.015299224364904385,0.01739842026613525,-0.0034867999715363363,0.020958297629248834,114689.0,76
2026-03-02,PM,Consumer,186.49,187.4,183.65,183.84,-0.014209877205212051,0.004879618210091641,-0.015228698589736744,0.02041927579635172,108793.0,76
2026-03-02,PSX,Energy,159.4,160.6,156.135,160.1,0.004391468005018773,0.007528230865746499,-0.020483061480552123,0.028597047426906164,193068.0,78
2026-03-02,PWR,Industrials,556.735,573.62,556.735,572.67,0.0286222349951053,0.030328612355968287,0.0,0.030328612355968287,27719.0,70
2026-03-02,QCOM,Semiconductors,137.825,142.005,136.95,141.01,0.0231090150553237,0.030328314892073438,-0.006348630509704356,0.03691128148959488,325929.0,78
2026-03-02,REGN,Healthcare,772.5,792.54,772.5,790.25,0.022977346278317157,0.02594174757281542,0.0,0.02594174757281542,23868.0,71
2026-03-02,RKLB,High Beta Growth,66.78,72.09,66.49,70.89,0.06154537286612749,0.07951482479784366,-0.004342617550164851,0.08422319145736212,311915.0,78
2026-03-02,ROK,Industrials,401.435,412.73,395.83,412.05,0.026442637039620465,0.028136560090674667,-0.013962409854646474,0.04269509637975899,38615.0,72
2026-03-02,RTX,Defense,210.39,212.8,208.165,212.175,0.008484243547697279,0.011454917058795644,-0.010575597699510442,0.022265990920663947,560626.0,78
2026-03-02,SCHW,Financials,94.04,96.595,94.04,95.46,0.015099957464908442,0.027169289663972807,0.0,0.027169289663972807,514931.0,78
2026-03-02,SLB,Energy,51.74,51.83,49.455,51.26,-0.009277155005798288,0.0017394665635870332,-0.04416312330885197,0.0480234556667678,1052767.0,78
2026-03-02,SNPS,Technology,413.35,426.02,405.505,424.92,0.02799080682230559,0.03065198983911932,-0.018979073424458703,0.05059123808584354,175656.0,77
2026-03-02,SO,Utilities,97.49,97.805,97.075,97.23,-0.002666940198994716,0.0032311006257053076,-0.004256846856087737,0.0075199587947463176,203281.0,78
2026-03-02,SPGI,Financials,434.91,444.45,433.26,442.95,0.018486583431054582,0.02193557287714687,-0.0037938883907016052,0.025827447721922248,123793.0,78
2026-03-02,TDG,Defense,1304.46,1326.185,1301.75,1315.98,0.008831240513315741,0.016654401054842616,-0.0020774880026984688,0.018770885346648614,28243.0,78
2026-03-02,TGT,Consumer,111.75,114.355,111.305,113.12,0.012259507829977645,0.02331096196868021,-0.003982102908277385,0.02740218319033283,255553.0,78
2026-03-02,TMO,Healthcare,511.18,512.73,502.455,508.48,-0.005281896787824203,0.0030322000078251143,-0.017068351656950642,0.020449592500821012,86433.0,78
2026-03-02,TSLA,Consumer,390.29,404.465,388.32,403.365,0.033500730226242004,0.03631914730072494,-0.005047528760665165,0.041576534816645916,577362.0,78
2026-03-02,TXN,Semiconductors,209.405,211.4,207.465,209.79,0.0018385425371887365,0.009526993147250584,-0.009264344213366416,0.01896705468392268,178112.0,77
2026-03-02,UBER,Consumer,73.82,76.49,73.15,75.98,0.029260363045245263,0.036169059875372556,-0.009076131129775011,0.04565960355434018,841285.0,78
2026-03-02,UNH,Healthcare,288.825,295.3,288.165,294.91,0.02106812083441545,0.022418419458149375,-0.002285120747857583,0.024760120070098646,261469.0,78
2026-03-02,V,Financials,316.34,322.57,314.85,320.35,0.012676234431308275,0.019694000126446287,-0.004710122020610608,0.02451961251389534,220640.0,78
2026-03-02,VLO,Energy,214.98,216.1,208.05,214.92,-0.0002790957298353103,0.00520978695692631,-0.03223555679598089,0.03869262196587342,253407.0,77
2026-03-02,VRT,Industrials,250.0,258.72,244.655,257.67,0.03068000000000004,0.03488000000000002,-0.021379999999999955,0.05748911732848305,185918.0,78
2026-03-02,VRTX,Healthcare,495.52,498.025,484.63,486.03,-0.01915159832095581,0.005055295447206953,-0.0219769131417501,0.02763964261395291,33130.0,72
2026-03-02,VST,Utilities,170.315,176.375,165.875,165.98,-0.02545283738954296,0.03558112908434374,-0.026069342101400328,0.06330067822155239,225045.0,77
2026-03-02,VZ,Communications,49.98,50.255,49.63,49.96,-0.0004001600640255454,0.005502200880352248,-0.007002801120448043,0.01259318960306266,1637433.0,78
2026-03-02,WMB,Energy,76.3,76.86,74.805,76.25,-0.000655307994757548,0.007339449541284404,-0.019593709043250196,0.027471425706837582,376672.0,78
2026-03-02,WMT,Consumer,127.71,128.7,127.07,127.1,-0.004776446636911791,0.007751937984496138,-0.005011353848563105,0.012827575352168052,585387.0,78
2026-03-02,XEL,Utilities,83.345,84.115,83.31,83.78,0.005219269302297658,0.009238706581078615,-0.00041994120823085623,0.009662705557555995,153197.0,78
2026-03-02,XOM,Energy,159.03,159.18,153.07,154.19,-0.030434509212098337,0.0009432182607056472,-0.03747720555869971,0.03991637812765414,1273199.0,78
2026-03-03,AAPL,Other,263.48,265.54,260.24,263.75,0.0010247457112493308,0.007818430241384622,-0.01229694853499319,0.020365816169689577,1325021.0,78
2026-03-03,ABBV,Healthcare,233.005,235.71,230.29,233.8,0.00341194394970068,0.011609192935774004,-0.011652110469732468,0.023535542142516075,466014.0,78
2026-03-03,ABT,Healthcare,113.235,114.34,112.66,113.56,0.0028701373250319406,0.009758466905108953,-0.005077935267364331,0.014912124977809471,265571.0,78
2026-03-03,ADBE,Technology,260.55,272.77,260.55,270.99,0.040069084628670204,0.04690078679715981,0.0,0.04690078679715981,221960.0,78
2026-03-03,ADI,Semiconductors,340.16,342.365,335.65,339.01,-0.0033807619943556633,0.006482243650046904,-0.013258466603951247,0.02000595858781473,173257.0,77
2026-03-03,AEP,Utilities,132.0,133.295,129.6,131.89,-0.0008333333333334636,0.00981060606060602,-0.018181818181818188,0.028510802469135843,204821.0,78
2026-03-03,AMAT,Semiconductors,351.315,359.24,349.065,351.33,4.2696725161217586e-05,0.022558103126823603,-0.006404508774176976,0.029149298841190108,245716.0,78
2026-03-03,AMD,Semiconductors,191.51,193.59,188.23,191.01,-0.0026108297216855814,0.010861051642212072,-0.017127042974257267,0.028475800881899938,1591422.0,78
2026-03-03,AMGN,Healthcare,378.45,381.61,372.765,377.0,-0.003831417624520994,0.008349848064473475,-0.015021799445105066,0.023728086059581877,62362.0,78
2026-03-03,AMZN,Technology,203.17,209.17,202.55,208.63,0.026874046365112925,0.029531919082541824,-0.003051631638529173,0.032683288077017814,1994158.0,78
2026-03-03,AVGO,Semiconductors,312.45,315.66,307.48,313.85,0.0044807169147065284,0.010273643783005326,-0.015906545047207454,0.026603356315857862,491588.0,78
2026-03-03,BA,Aerospace,225.75,225.75,221.185,224.01,-0.007707641196013304,0.0,-0.020221483942414187,0.020638831747179953,193561.0,77
2026-03-03,BAC,Financials,48.79,50.51,48.5,49.98,0.024390243902439046,0.03525312564049998,-0.005943840951014523,0.04144329896907206,3042339.0,78
2026-03-03,BKNG,Consumer,4100.01,4190.585,4073.38,4149.68,0.012114604598525425,0.022091409533147477,-0.006495106109497328,0.028773401941385224,21236.0,78
2026-03-03,BLK,Financials,1033.0,1066.55,1030.06,1052.64,0.01901258470474354,0.0324782187802517,-0.0028460793804453433,0.03542512086674554,53420.0,78
2026-03-03,BRK.B,Financials,476.165,483.46,472.765,481.185,0.01054256402717546,0.015320319637100566,-0.007140382010437651,0.022622233033325223,174581.0,78
2026-03-03,CARR,Industrials,61.495,62.04,60.295,61.14,-0.005772827059110419,0.008862509147085085,-0.019513781608260783,0.028941039887221187,254816.0,78
2026-03-03,CAT,Industrials,728.55,728.55,706.85,722.35,-0.008510054217280794,0.0,-0.029785189760483055,0.030699582655443036,127533.0,78
2026-03-03,CDNS,Technology,298.18,304.24,296.68,300.6,0.008115903145750947,0.02032329465423577,-0.005030518478771229,0.025482000808952465,99795.0,78
2026-03-03,CEG,Utilities,315.685,328.285,309.455,324.96,0.029380553399749765,0.039913204618527987,-0.019734862283605548,0.06084891179654561,292125.0,78
2026-03-03,CI,Healthcare,282.5,284.975,272.08,283.85,0.004778761061946968,0.008761061946902737,-0.0368849557522124,0.047394148779770884,115068.0,78
2026-03-03,COP,Energy,120.62,122.5,117.325,118.455,-0.017948930525617746,0.015586138285524687,-0.02731719449510861,0.04410824632431276,563474.0,78
2026-03-03,COST,Consumer,1003.8,1015.56,1000.98,1007.43,0.003616258218768653,0.011715481171548081,-0.0028093245666467315,0.014565725588922884,74476.0,78
2026-03-03,CRM,Technology,190.47,198.58,189.69,196.05,0.029295952118443935,0.04257888381372399,-0.00409513309182552,0.04686593916389903,498003.0,78
2026-03-03,CSCO,Technology,78.42,79.435,77.57,78.95,0.0067584799795969985,0.012943126753379275,-0.010839071665391553,0.02404280005156645,1152690.0,78
2026-03-03,CVX,Energy,190.58,191.51,187.46,188.76,-0.009549795361528113,0.004879840486934572,-0.016371077762619368,0.021604608983249562,448331.0,78
2026-03-03,CW,Defense,709.91,709.91,685.08,702.275,-0.010754884421968924,0.0,-0.0349762645969206,0.0362439423133063,10122.0,44
2026-03-03,D,Utilities,62.12,63.24,60.82,62.67,0.008853831294269199,0.01802962009014819,-0.020927237604636106,0.03978954291351533,301071.0,78
2026-03-03,DE,Industrials,621.235,623.43,609.63,619.305,-0.003106714850258041,0.003533284505863321,-0.018680531521887866,0.022636681265685743,82879.0,72
2026-03-03,DHR,Healthcare,202.95,204.95,200.735,203.95,0.00492732200049284,0.009854644000985457,-0.010914018231091283,0.0209978329638576,270256.0,78
2026-03-03,DIS,Consumer,102.87,104.27,102.16,103.29,0.00408282298046081,0.013609409934869143,-0.006901915038398099,0.020653876272513694,729771.0,78
2026-03-03,DUK,Utilities,130.85,132.28,128.5,131.41,0.004279709591134884,0.01092854413450528,-0.01795949560565524,0.02941634241245139,128611.0,78
2026-03-03,DVN,Energy,45.25,45.44,43.62,44.0,-0.027624309392265234,0.004198895027624161,-0.03602209944751389,0.04172397982576803,918125.0,78
2026-03-03,ELV,Healthcare,288.95,294.08,283.46,283.71,-0.01813462536771071,0.017753936667243453,-0.01899982695968161,0.03746560361250273,146682.0,78
2026-03-03,EMR,Industrials,147.815,148.75,144.97,146.5,-0.008896255454453161,0.006325474410580734,-0.01924703176267628,0.026074360212457792,111383.0,77
2026-03-03,ENPH,High Beta Growth,42.715,43.44,41.825,43.21,0.011588434976003592,0.01697296031838924,-0.020835771977057216,0.03861326957561251,139358.0,77
2026-03-03,EOG,Energy,129.93,131.32,127.0,128.01,-0.014777187716462858,0.010698068190563959,-0.02255060417147703,0.034015748031495985,517127.0,78
2026-03-03,EQT,Energy,62.08,63.01,60.63,61.625,-0.007329252577319534,0.014980670103092786,-0.02335695876288657,0.03925449447468243,436490.0,78
2026-03-03,ETN,Industrials,365.83,365.83,350.89,355.4,-0.028510510346335782,0.0,-0.04083864089877809,0.04257744592322377,113750.0,77
2026-03-03,EXC,Utilities,49.16,49.335,47.75,48.96,-0.004068348250610199,0.0035598047192839655,-0.028681855166802217,0.03319371727748699,590209.0,78
2026-03-03,FANG,Energy,180.23,181.335,174.855,177.47,-0.015313765743771746,0.006131054763357957,-0.02982300393941073,0.03705927768722672,191054.0,76
2026-03-03,GD,Defense,363.13,366.46,358.335,364.69,0.004295982155151146,0.009170269600418557,-0.013204637457659874,0.022674313142729607,82238.0,78
2026-03-03,GE,Industrials,339.99,340.595,329.325,334.19,-0.017059325274272785,0.0017794641018853419,-0.03136856966381374,0.03422151370226989,173998.0,78
2026-03-03,GOOG,Technology,298.21,303.93,296.81,303.49,0.017705643673921134,0.019181113980081266,-0.004694678246872974,0.023988410093999546,368499.0,78
2026-03-03,GOOGL,Technology,298.4,303.94,296.73,303.62,0.017493297587131362,0.018565683646112774,-0.005596514745308201,0.02429818353385227,1045270.0,78
2026-03-03,GS,Financials,830.095,867.54,825.08,862.31,0.03880881103970024,0.04510929471927905,-0.006041477180322663,0.05146167644349631,78176.0,78
2026-03-03,HAL,Energy,35.64,36.075,34.66,35.25,-0.01094276094276092,0.01220538720538733,-0.027497194163860983,0.04082515868436265,774596.0,78
2026-03-03,HD,Consumer,363.825,368.71,360.33,366.955,0.008603037174465644,0.0134267848553562,-0.009606266749123904,0.023256459356700843,155230.0,78
2026-03-03,HON,Industrials,244.215,247.12,241.8,243.855,-0.0014741109268473496,0.011895256229142337,-0.009888827467600225,0.022001654259718784,260642.0,78
2026-03-03,HUBB,Industrials,499.765,499.765,487.37,488.09,-0.023360979660440484,0.0,-0.024801656778685954,0.02543242300510906,39960.0,76
2026-03-03,HWM,Defense,259.52,260.35,252.68,258.81,-0.0027358199753390045,0.003198212083847185,-0.026356350184956745,0.03035459870191559,68793.0,70
2026-03-03,IBM,Technology,236.34,246.01,235.55,245.38,0.038249978844038246,0.040915630024540794,-0.003342641956503356,0.04440670770537025,180311.0,78
2026-03-03,INTC,Semiconductors,43.36,43.685,42.16,43.12,-0.005535055350553542,0.007495387453874569,-0.027675276752767597,0.0361717267552184,2722765.0,78
2026-03-03,IREN,High Beta Growth,39.66,40.38,37.57,38.855,-0.02029752899646997,0.01815431164901682,-0.05269793242561771,0.0747937183923344,897158.0,78
2026-03-03,ISRG,Healthcare,488.99,497.705,487.09,497.125,0.01663633203132986,0.017822450356858033,-0.0038855600319025463,0.021792687183066706,64518.0,78
2026-03-03,JCI,Industrials,141.51,142.39,138.165,139.54,-0.013921277648222707,0.006218641792099522,-0.023637905448378183,0.030579379727137868,163264.0,78
2026-03-03,JNJ,Healthcare,246.38,247.865,244.45,246.73,0.001420569851448894,0.006027274941147853,-0.007833428037990142,0.013970137042339958,181222.0,78
2026-03-03,JPM,Financials,290.87,302.34,289.98,300.22,0.03214494447691418,0.03943342386633186,-0.00305978615876501,0.04262362921580776,237246.0,78
2026-03-03,KMI,Energy,34.03,34.22,33.51,33.945,-0.002497796062298052,0.00558330884513647,-0.015280634734058274,0.021187705162638126,1041091.0,78
2026-03-03,KO,Consumer,79.845,79.94,78.56,79.36,-0.006074268895985946,0.0011898052476673193,-0.016093681507921564,0.017566191446028556,1104538.0,78
2026-03-03,LHX,Defense,374.1,375.05,366.82,367.99,-0.016332531408714268,0.0025394279604382675,-0.019460037423148946,0.02243607218799415,82731.0,77
2026-03-03,LIN,Materials,500.47,503.5,492.02,501.64,0.0023378024656821594,0.00605430894958725,-0.01688412891881641,0.023332384862404076,134480.0,78
