strategy,trades,win_rate,average_return_per_trade,median_return_per_trade,total_compounded_return,profit_factor,max_drawdown,best_trade,worst_trade
OPENING_REVERSAL,294,0.6394557823129252,0.004104223222459434,0.0037053661274282224,2.226473115968659,2.0796235332760524,-0.28584800225202367,0.05025357307514988,-0.0538610038610039
GAP_FADE,210,0.5571428571428572,0.0011374527573097416,0.0027778729399150492,0.2253660023516022,1.17541059814818,-0.33673803116806234,0.05627428571428572,-0.08001479472321527
GAP_FOLLOW,210,0.44285714285714284,-0.0011374527573097416,-0.0027778729399150492,-0.23984571677441435,0.850766533478145,-0.41879505959115526,0.08001479472321527,-0.05627428571428572
OPENING_MOMENTUM,294,0.35714285714285715,-0.004104223222459434,-0.0037053661274282224,-0.7112767178564738,0.4808562626836068,-0.7906714024429966,0.0538610038610039,-0.05025357307514988
VWAP_MOMENTUM,197,0.3604060913705584,-0.004720630068998656,-0.0035327320452347433,-0.6151166944896387,0.43955909981808244,-0.718525185584224,0.03818740221359451,-0.05025357307514988
