threshold,symbol,trade_direction,trades,wins,win_rate,avg_return,total_return
0.005,COP,SHORT,1,1,1.0,0.010878767355232058,0.010878767355232058
0.005,RF,LONG,2,2,1.0,0.010856320549817333,0.021712641099634666
0.005,PYPL,LONG,1,1,1.0,0.010650887573964374,0.010650887573964374
0.005,DOV,LONG,1,1,1.0,0.010598603639693227,0.010598603639693227
0.005,HST,LONG,1,1,1.0,0.010518012095713791,0.010518012095713791
0.005,TTWO,LONG,1,1,1.0,0.010320607769124246,0.010320607769124246
0.005,CPAY,LONG,1,1,1.0,0.009957919758440292,0.009957919758440292
0.005,AXP,LONG,1,1,1.0,0.009916939340548714,0.009916939340548714
0.005,CSGP,LONG,1,1,1.0,0.009595327492699202,0.009595327492699202
0.005,COHR,LONG,2,1,0.5,0.00942465523618985,0.0188493104723797
0.005,ADSK,LONG,1,1,1.0,0.008655666756829605,0.008655666756829605
0.005,CVNA,LONG,1,1,1.0,0.008619594894913929,0.008619594894913929
0.005,NFLX,LONG,1,1,1.0,0.008248472505091753,0.008248472505091753
0.005,CCI,LONG,1,1,1.0,0.007599463567277587,0.007599463567277587
0.005,AJG,SHORT,1,1,1.0,0.007396970764353676,0.007396970764353676
0.005,JPM,LONG,1,1,1.0,0.007302217585893445,0.007302217585893445
0.005,CAT,SHORT,1,1,1.0,0.007214186197489331,0.007214186197489331
0.005,STT,LONG,1,1,1.0,0.007122279129321285,0.007122279129321285
0.005,REG,LONG,1,1,1.0,0.007103999999999999,0.007103999999999999
0.005,META,LONG,1,1,1.0,0.007012228451843683,0.007012228451843683
0.005,STLD,LONG,2,1,0.5,0.006952708691770726,0.013905417383541452
0.005,TAP,SHORT,1,1,1.0,0.0066434672571970416,0.0066434672571970416
0.005,FTNT,LONG,1,1,1.0,0.0066169393647737,0.0066169393647737
0.005,ELV,SHORT,2,1,0.5,0.006489370111773397,0.012978740223546795
0.005,KEYS,LONG,1,1,1.0,0.0062893081761006275,0.0062893081761006275
0.005,SOLV,SHORT,2,2,1.0,0.006267201519649138,0.012534403039298276
0.005,SMCI,LONG,1,1,1.0,0.005903574942604184,0.005903574942604184
0.005,PTC,LONG,2,2,1.0,0.005416900034957761,0.010833800069915522
0.005,TSLA,LONG,1,1,1.0,0.005081404874052842,0.005081404874052842
0.005,EQT,SHORT,1,1,1.0,0.005001613423684982,0.005001613423684982
0.005,MGM,LONG,1,1,1.0,0.0049421067495059035,0.0049421067495059035
0.005,CF,SHORT,2,1,0.5,0.004320299342913727,0.008640598685827453
0.005,DGX,SHORT,1,1,1.0,0.004252269469660844,0.004252269469660844
0.005,MTB,LONG,1,1,1.0,0.004051734004807184,0.004051734004807184
0.005,NOC,LONG,1,1,1.0,0.003522802379378742,0.003522802379378742
0.005,ULTA,SHORT,1,1,1.0,0.0033924702580591143,0.0033924702580591143
0.005,DOW,LONG,1,1,1.0,0.0033172496984319455,0.0033172496984319455
0.005,EXE,SHORT,1,1,1.0,0.003316982013548273,0.003316982013548273
0.005,HBAN,LONG,1,1,1.0,0.002983293556085842,0.002983293556085842
0.005,GRMN,LONG,2,1,0.5,0.0028940761577683216,0.005788152315536643
0.005,ETN,SHORT,1,1,1.0,0.002699814387760784,0.002699814387760784
0.005,FLEX,LONG,3,2,0.6666666666666666,0.0026526042456979093,0.007957812737093728
0.005,WDC,SHORT,1,1,1.0,0.0025983951089033506,0.0025983951089033506
0.005,VTRS,LONG,1,1,1.0,0.001680672268907557,0.001680672268907557
0.005,OXY,SHORT,2,1,0.5,0.0015048774402218936,0.0030097548804437872
0.005,GNRC,LONG,3,2,0.6666666666666666,0.0014971714250353596,0.004491514275106079
0.005,PCAR,SHORT,1,1,1.0,0.000719884818428965,0.000719884818428965
