threshold,symbol,trade_direction,trades,wins,win_rate,avg_return,total_return
0.0075,VST,SHORT,1,0,0.0,-0.008737571557698205,-0.008737571557698205
0.0075,CVX,SHORT,1,0,0.0,-0.008767268862911827,-0.008767268862911827
0.0075,DELL,LONG,1,0,0.0,-0.009246306595243725,-0.009246306595243725
0.0075,ODFL,LONG,1,0,0.0,-0.009547636066578158,-0.009547636066578158
0.0075,CVNA,SHORT,1,0,0.0,-0.009698078682525181,-0.009698078682525181
0.0075,COST,SHORT,1,0,0.0,-0.010752361570938139,-0.010752361570938139
0.0075,DVA,SHORT,1,0,0.0,-0.011971738846002774,-0.011971738846002774
0.0075,CCL,LONG,1,0,0.0,-0.012171458811077729,-0.012171458811077729
0.0075,BIIB,SHORT,1,0,0.0,-0.013234430866108215,-0.013234430866108215
0.0075,TPR,LONG,1,0,0.0,-0.014237690330235253,-0.014237690330235253
0.0075,AZO,LONG,1,0,0.0,-0.014670734945831598,-0.014670734945831598
0.0075,TGT,LONG,1,0,0.0,-0.02259312029310001,-0.02259312029310001
0.0075,LITE,LONG,1,0,0.0,-0.022658099425092892,-0.022658099425092892
0.0075,MRVL,SHORT,1,0,0.0,-0.023670668953687742,-0.023670668953687742
0.0075,RCL,LONG,1,0,0.0,-0.02762356127285026,-0.02762356127285026
0.0075,ANET,SHORT,1,0,0.0,-0.03091798517159663,-0.03091798517159663
0.0075,FIX,LONG,1,0,0.0,-0.03509941369572389,-0.03509941369572389
0.01,SNDK,SHORT,1,1,1.0,0.06651914140296533,0.06651914140296533
0.01,LITE,SHORT,2,2,1.0,0.06177407377262216,0.12354814754524432
0.01,GLW,SHORT,1,1,1.0,0.05457097736444994,0.05457097736444994
0.01,PSKY,SHORT,1,1,1.0,0.05088852988691444,0.05088852988691444
0.01,COHR,SHORT,2,2,1.0,0.048980880794028785,0.09796176158805757
0.01,TEL,SHORT,1,1,1.0,0.045569907092680745,0.045569907092680745
0.01,RDDT,LONG,1,1,1.0,0.04498009254277391,0.04498009254277391
0.01,WDAY,LONG,1,1,1.0,0.041939711664482404,0.041939711664482404
0.01,BBY,LONG,1,1,1.0,0.038132295719844445,0.038132295719844445
0.01,STLD,LONG,1,1,1.0,0.036928087408730326,0.036928087408730326
0.01,COIN,LONG,1,1,1.0,0.03645818533147671,0.03645818533147671
0.01,KLAC,SHORT,1,1,1.0,0.035808057620017764,0.035808057620017764
0.01,MCHP,SHORT,1,1,1.0,0.03533091632899694,0.03533091632899694
0.01,TRMB,LONG,1,1,1.0,0.03531348196917561,0.03531348196917561
0.01,LRCX,SHORT,2,2,1.0,0.03508723747237067,0.07017447494474134
0.01,NCLH,SHORT,1,1,1.0,0.03393351800554014,0.03393351800554014
0.01,LYB,LONG,2,2,1.0,0.03380026426461802,0.06760052852923604
0.01,CIEN,SHORT,1,1,1.0,0.03262854792266564,0.03262854792266564
0.01,VRSN,LONG,1,1,1.0,0.031468087806115985,0.031468087806115985
0.01,STZ,SHORT,1,1,1.0,0.03089019014408857,0.03089019014408857
0.01,SBUX,LONG,1,1,1.0,0.03028410864814224,0.03028410864814224
0.01,MOS,SHORT,1,1,1.0,0.029715762273901797,0.029715762273901797
0.01,Q,SHORT,2,2,1.0,0.028740801196754158,0.057481602393508316
0.01,MET,LONG,1,1,1.0,0.02818311874105861,0.02818311874105861
0.01,AKAM,LONG,1,1,1.0,0.02798641835579785,0.02798641835579785
0.01,GEV,SHORT,1,1,1.0,0.02792103647084772,0.02792103647084772
0.01,GDDY,LONG,1,1,1.0,0.02728266812465807,0.02728266812465807
0.01,BLDR,SHORT,1,1,1.0,0.026952667244102616,0.026952667244102616
0.01,C,LONG,1,1,1.0,0.026791307280874976,0.026791307280874976
0.01,CTSH,LONG,1,1,1.0,0.0266439470219193,0.0266439470219193
0.01,MSCI,LONG,1,1,1.0,0.026342835506031337,0.026342835506031337
0.01,APO,LONG,1,1,1.0,0.025908447380839972,0.025908447380839972
0.01,CMCSA,LONG,1,1,1.0,0.02589673475953025,0.02589673475953025
0.01,ALB,LONG,1,1,1.0,0.02585830892890506,0.02585830892890506
0.01,BX,LONG,2,2,1.0,0.025651324068752812,0.051302648137505624
0.01,APH,SHORT,1,1,1.0,0.02542827509745722,0.02542827509745722
0.01,SWK,SHORT,1,1,1.0,0.02453680520781164,0.02453680520781164
0.01,KEY,LONG,1,1,1.0,0.02425180598555232,0.02425180598555232
0.01,FISV,LONG,1,1,1.0,0.024196167586878925,0.024196167586878925
0.01,ON,SHORT,1,1,1.0,0.0241379310344828,0.0241379310344828
0.01,ADBE,LONG,1,1,1.0,0.023085524654618883,0.023085524654618883
0.01,CRM,LONG,1,1,1.0,0.02249038656142499,0.02249038656142499
0.01,NTAP,LONG,1,1,1.0,0.02176948135891199,0.02176948135891199
0.01,WFC,LONG,1,1,1.0,0.02160376159613686,0.02160376159613686
0.01,FICO,LONG,1,1,1.0,0.020834630740594662,0.020834630740594662
0.01,DECK,SHORT,1,1,1.0,0.02024439175633776,0.02024439175633776
0.01,HLT,LONG,1,1,1.0,0.01966004505426988,0.01966004505426988
0.01,PRU,LONG,1,1,1.0,0.019531660191116185,0.019531660191116185
0.01,APTV,LONG,1,1,1.0,0.01948962422882783,0.01948962422882783
0.01,APP,LONG,1,1,1.0,0.019144578068912343,0.019144578068912343
0.01,HPE,LONG,1,1,1.0,0.019072286319755216,0.019072286319755216
0.01,IRM,LONG,1,1,1.0,0.01896788231398694,0.01896788231398694
0.01,CFG,LONG,1,1,1.0,0.018341377797279623,0.018341377797279623
0.01,MAR,LONG,1,1,1.0,0.017946380865574874,0.017946380865574874
0.01,ROP,LONG,1,1,1.0,0.017810647609550756,0.017810647609550756
0.01,BAC,LONG,2,2,1.0,0.016884023480882138,0.033768046961764275
0.01,VRT,LONG,1,1,1.0,0.016682614302949483,0.016682614302949483
0.01,USB,LONG,1,1,1.0,0.01650485436893212,0.01650485436893212
0.01,CDW,LONG,2,2,1.0,0.016413637254926505,0.03282727450985301
0.01,KKR,LONG,1,1,1.0,0.016136211885154683,0.016136211885154683
0.01,ZBRA,LONG,2,1,0.5,0.015832424731403394,0.03166484946280679
0.01,AXON,LONG,2,1,0.5,0.015687432466940543,0.031374864933881086
0.01,EBAY,LONG,1,1,1.0,0.014939257962131913,0.014939257962131913
0.01,GPN,LONG,1,1,1.0,0.014609203798392922,0.014609203798392922
0.01,NRG,SHORT,2,2,1.0,0.014489751823451717,0.028979503646903434
0.01,VRSK,LONG,1,1,1.0,0.014455169764203246,0.014455169764203246
0.01,BEN,LONG,1,1,1.0,0.01410355486862458,0.01410355486862458
0.01,SWKS,SHORT,1,1,1.0,0.014051317856519458,0.014051317856519458
0.01,XYZ,LONG,2,2,1.0,0.013819483133862276,0.027638966267724552
0.01,STX,SHORT,3,2,0.6666666666666666,0.013808839734709165,0.041426519204127495
0.01,ABNB,LONG,1,1,1.0,0.013541270445036169,0.013541270445036169
0.01,COF,LONG,1,1,1.0,0.013226085078816618,0.013226085078816618
0.01,BAX,SHORT,1,1,1.0,0.01248339973439572,0.01248339973439572
0.01,ROK,SHORT,1,1,1.0,0.01232697832332194,0.01232697832332194
0.01,TER,LONG,1,1,1.0,0.012225548902195404,0.012225548902195404
0.01,ESS,LONG,1,1,1.0,0.011657414750198214,0.011657414750198214
0.01,VZ,LONG,1,1,1.0,0.011480601741884477,0.011480601741884477
0.01,PNC,LONG,1,1,1.0,0.010988471915624354,0.010988471915624354
0.01,PYPL,LONG,1,1,1.0,0.010650887573964374,0.010650887573964374
0.01,HST,LONG,1,1,1.0,0.010518012095713791,0.010518012095713791
0.01,TTWO,LONG,1,1,1.0,0.010320607769124246,0.010320607769124246
0.01,CPAY,LONG,1,1,1.0,0.009957919758440292,0.009957919758440292
0.01,CSGP,LONG,1,1,1.0,0.009595327492699202,0.009595327492699202
0.01,COHR,LONG,2,1,0.5,0.00942465523618985,0.0188493104723797
0.01,ADSK,LONG,1,1,1.0,0.008655666756829605,0.008655666756829605
0.01,CVNA,LONG,1,1,1.0,0.008619594894913929,0.008619594894913929
0.01,NFLX,LONG,1,1,1.0,0.008248472505091753,0.008248472505091753
0.01,IT,LONG,1,1,1.0,0.007724656267708463,0.007724656267708463
0.01,CCI,LONG,1,1,1.0,0.007599463567277587,0.007599463567277587
0.01,AJG,SHORT,1,1,1.0,0.007396970764353676,0.007396970764353676
0.01,JPM,LONG,1,1,1.0,0.007302217585893445,0.007302217585893445
0.01,META,LONG,1,1,1.0,0.007012228451843683,0.007012228451843683
0.01,TAP,SHORT,1,1,1.0,0.0066434672571970416,0.0066434672571970416
0.01,FTNT,LONG,1,1,1.0,0.0066169393647737,0.0066169393647737
0.01,ELV,SHORT,2,1,0.5,0.006489370111773397,0.012978740223546795
0.01,KEYS,LONG,1,1,1.0,0.0062893081761006275,0.0062893081761006275
0.01,PTC,LONG,1,1,1.0,0.006076308565436062,0.006076308565436062
0.01,SMCI,LONG,1,1,1.0,0.005903574942604184,0.005903574942604184
0.01,SOLV,SHORT,1,1,1.0,0.005551261330897281,0.005551261330897281
0.01,TSLA,LONG,1,1,1.0,0.005081404874052842,0.005081404874052842
0.01,EQT,SHORT,1,1,1.0,0.005001613423684982,0.005001613423684982
0.01,MGM,LONG,1,1,1.0,0.0049421067495059035,0.0049421067495059035
0.01,CF,SHORT,2,1,0.5,0.004320299342913727,0.008640598685827453
0.01,NOC,LONG,1,1,1.0,0.003522802379378742,0.003522802379378742
0.01,DOW,LONG,1,1,1.0,0.0033172496984319455,0.0033172496984319455
0.01,EXE,SHORT,1,1,1.0,0.003316982013548273,0.003316982013548273
0.01,GRMN,LONG,2,1,0.5,0.0028940761577683216,0.005788152315536643
0.01,ETN,SHORT,1,1,1.0,0.002699814387760784,0.002699814387760784
0.01,WDC,SHORT,1,1,1.0,0.0025983951089033506,0.0025983951089033506
0.01,CMG,LONG,1,1,1.0,0.002553191489361728,0.002553191489361728
0.01,VTRS,LONG,1,1,1.0,0.001680672268907557,0.001680672268907557
0.01,RJF,LONG,1,1,1.0,0.0005592841163311046,0.0005592841163311046
0.01,FLEX,LONG,2,1,0.5,4.189849453112293e-05,8.379698906224586e-05
0.01,TTD,LONG,2,1,0.5,-0.0006858704287028283,-0.0013717408574056567
0.01,RL,LONG,1,0,0.0,-0.0009437104474296909,-0.0009437104474296909
0.01,J,LONG,1,0,0.0,-0.0017972417840376176,-0.0017972417840376176
0.01,TMO,LONG,1,0,0.0,-0.0024630541871921707,-0.0024630541871921707
0.01,IQV,LONG,1,0,0.0,-0.002772141407790696,-0.002772141407790696
0.01,CHRW,LONG,1,0,0.0,-0.002783686546390385,-0.002783686546390385
0.01,APA,SHORT,1,0,0.0,-0.003098853424232857,-0.003098853424232857
0.01,RVTY,LONG,1,0,0.0,-0.004141689373296953,-0.004141689373296953
0.01,GNRC,LONG,2,1,0.5,-0.004443819036559216,-0.008887638073118431
0.01,IBKR,LONG,1,0,0.0,-0.005251798561150989,-0.005251798561150989
0.01,CBOE,SHORT,1,0,0.0,-0.006994861594563281,-0.006994861594563281
0.01,LDOS,LONG,1,0,0.0,-0.007496420248757629,-0.007496420248757629
0.01,VST,SHORT,1,0,0.0,-0.008737571557698205,-0.008737571557698205
0.01,DELL,LONG,1,0,0.0,-0.009246306595243725,-0.009246306595243725
0.01,ODFL,LONG,1,0,0.0,-0.009547636066578158,-0.009547636066578158
0.01,CVNA,SHORT,1,0,0.0,-0.009698078682525181,-0.009698078682525181
0.01,COST,SHORT,1,0,0.0,-0.010752361570938139,-0.010752361570938139
0.01,DVA,SHORT,1,0,0.0,-0.011971738846002774,-0.011971738846002774
0.01,BIIB,SHORT,1,0,0.0,-0.013234430866108215,-0.013234430866108215
0.01,BLK,LONG,1,0,0.0,-0.013710793119825038,-0.013710793119825038
0.01,TPR,LONG,1,0,0.0,-0.014237690330235253,-0.014237690330235253
0.01,AZO,LONG,1,0,0.0,-0.014670734945831598,-0.014670734945831598
0.01,TGT,LONG,1,0,0.0,-0.02259312029310001,-0.02259312029310001
0.01,LITE,LONG,1,0,0.0,-0.022658099425092892,-0.022658099425092892
0.01,MRVL,SHORT,1,0,0.0,-0.023670668953687742,-0.023670668953687742
0.01,RCL,LONG,1,0,0.0,-0.02762356127285026,-0.02762356127285026
0.01,ANET,SHORT,1,0,0.0,-0.03091798517159663,-0.03091798517159663
0.01,FIX,LONG,1,0,0.0,-0.03509941369572389,-0.03509941369572389
0.0125,SNDK,SHORT,1,1,1.0,0.06651914140296533,0.06651914140296533
0.0125,LITE,SHORT,2,2,1.0,0.06177407377262216,0.12354814754524432
0.0125,GLW,SHORT,1,1,1.0,0.05457097736444994,0.05457097736444994
0.0125,PSKY,SHORT,1,1,1.0,0.05088852988691444,0.05088852988691444
0.0125,COHR,SHORT,2,2,1.0,0.048980880794028785,0.09796176158805757
0.0125,TEL,SHORT,1,1,1.0,0.045569907092680745,0.045569907092680745
0.0125,RDDT,LONG,1,1,1.0,0.04498009254277391,0.04498009254277391
0.0125,WDAY,LONG,1,1,1.0,0.041939711664482404,0.041939711664482404
0.0125,BBY,LONG,1,1,1.0,0.038132295719844445,0.038132295719844445
0.0125,STLD,LONG,1,1,1.0,0.036928087408730326,0.036928087408730326
0.0125,KLAC,SHORT,1,1,1.0,0.035808057620017764,0.035808057620017764
0.0125,MCHP,SHORT,1,1,1.0,0.03533091632899694,0.03533091632899694
0.0125,TRMB,LONG,1,1,1.0,0.03531348196917561,0.03531348196917561
0.0125,NCLH,SHORT,1,1,1.0,0.03393351800554014,0.03393351800554014
0.0125,AXON,LONG,1,1,1.0,0.03390495904637847,0.03390495904637847
0.0125,CIEN,SHORT,1,1,1.0,0.03262854792266564,0.03262854792266564
0.0125,VRSN,LONG,1,1,1.0,0.031468087806115985,0.031468087806115985
0.0125,STZ,SHORT,1,1,1.0,0.03089019014408857,0.03089019014408857
0.0125,MOS,SHORT,1,1,1.0,0.029715762273901797,0.029715762273901797
0.0125,Q,SHORT,1,1,1.0,0.028454208575966193,0.028454208575966193
0.0125,MET,LONG,1,1,1.0,0.02818311874105861,0.02818311874105861
0.0125,AKAM,LONG,1,1,1.0,0.02798641835579785,0.02798641835579785
0.0125,GDDY,LONG,1,1,1.0,0.02728266812465807,0.02728266812465807
0.0125,BLDR,SHORT,1,1,1.0,0.026952667244102616,0.026952667244102616
0.0125,MSCI,LONG,1,1,1.0,0.026342835506031337,0.026342835506031337
0.0125,APO,LONG,1,1,1.0,0.025908447380839972,0.025908447380839972
0.0125,ALB,LONG,1,1,1.0,0.02585830892890506,0.02585830892890506
0.0125,BX,LONG,2,2,1.0,0.025651324068752812,0.051302648137505624
0.0125,NRG,SHORT,1,1,1.0,0.025568613160851527,0.025568613160851527
0.0125,APH,SHORT,1,1,1.0,0.02542827509745722,0.02542827509745722
0.0125,KEY,LONG,1,1,1.0,0.02425180598555232,0.02425180598555232
0.0125,FISV,LONG,1,1,1.0,0.024196167586878925,0.024196167586878925
0.0125,ON,SHORT,1,1,1.0,0.0241379310344828,0.0241379310344828
0.0125,STX,SHORT,2,2,1.0,0.02294964709972025,0.0458992941994405
0.0125,CRM,LONG,1,1,1.0,0.02249038656142499,0.02249038656142499
0.0125,NTAP,LONG,1,1,1.0,0.02176948135891199,0.02176948135891199
0.0125,WFC,LONG,1,1,1.0,0.02160376159613686,0.02160376159613686
0.0125,LYB,LONG,1,1,1.0,0.020597400623242335,0.020597400623242335
0.0125,HLT,LONG,1,1,1.0,0.01966004505426988,0.01966004505426988
0.0125,PRU,LONG,1,1,1.0,0.019531660191116185,0.019531660191116185
0.0125,APTV,LONG,1,1,1.0,0.01948962422882783,0.01948962422882783
0.0125,APP,LONG,1,1,1.0,0.019144578068912343,0.019144578068912343
0.0125,HPE,LONG,1,1,1.0,0.019072286319755216,0.019072286319755216
0.0125,IRM,LONG,1,1,1.0,0.01896788231398694,0.01896788231398694
0.0125,CDW,LONG,1,1,1.0,0.018643168930771337,0.018643168930771337
0.0125,CFG,LONG,1,1,1.0,0.018341377797279623,0.018341377797279623
0.0125,BAC,LONG,1,1,1.0,0.018010471204188416,0.018010471204188416
0.0125,MAR,LONG,1,1,1.0,0.017946380865574874,0.017946380865574874
0.0125,ROP,LONG,1,1,1.0,0.017810647609550756,0.017810647609550756
0.0125,USB,LONG,1,1,1.0,0.01650485436893212,0.01650485436893212
0.0125,KKR,LONG,1,1,1.0,0.016136211885154683,0.016136211885154683
0.0125,GPN,LONG,1,1,1.0,0.014609203798392922,0.014609203798392922
0.0125,VRSK,LONG,1,1,1.0,0.014455169764203246,0.014455169764203246
0.0125,BEN,LONG,1,1,1.0,0.01410355486862458,0.01410355486862458
0.0125,SWKS,SHORT,1,1,1.0,0.014051317856519458,0.014051317856519458
0.0125,XYZ,LONG,2,2,1.0,0.013819483133862276,0.027638966267724552
0.0125,ABNB,LONG,1,1,1.0,0.013541270445036169,0.013541270445036169
0.0125,COF,LONG,1,1,1.0,0.013226085078816618,0.013226085078816618
0.0125,ROK,SHORT,1,1,1.0,0.01232697832332194,0.01232697832332194
0.0125,TER,LONG,1,1,1.0,0.012225548902195404,0.012225548902195404
0.0125,CF,SHORT,1,1,1.0,0.011470653871903689,0.011470653871903689
0.0125,PNC,LONG,1,1,1.0,0.010988471915624354,0.010988471915624354
0.0125,PYPL,LONG,1,1,1.0,0.010650887573964374,0.010650887573964374
0.0125,HST,LONG,1,1,1.0,0.010518012095713791,0.010518012095713791
0.0125,CPAY,LONG,1,1,1.0,0.009957919758440292,0.009957919758440292
0.0125,COHR,LONG,2,1,0.5,0.00942465523618985,0.0188493104723797
0.0125,CVNA,LONG,1,1,1.0,0.008619594894913929,0.008619594894913929
0.0125,AJG,SHORT,1,1,1.0,0.007396970764353676,0.007396970764353676
0.0125,ELV,SHORT,2,1,0.5,0.006489370111773397,0.012978740223546795
0.0125,SOLV,SHORT,1,1,1.0,0.005551261330897281,0.005551261330897281
0.0125,MGM,LONG,1,1,1.0,0.0049421067495059035,0.0049421067495059035
0.0125,NOC,LONG,1,1,1.0,0.003522802379378742,0.003522802379378742
0.0125,DOW,LONG,1,1,1.0,0.0033172496984319455,0.0033172496984319455
0.0125,EXE,SHORT,1,1,1.0,0.003316982013548273,0.003316982013548273
0.0125,ETN,SHORT,1,1,1.0,0.002699814387760784,0.002699814387760784
0.0125,WDC,SHORT,1,1,1.0,0.0025983951089033506,0.0025983951089033506
0.0125,CMG,LONG,1,1,1.0,0.002553191489361728,0.002553191489361728
0.0125,VTRS,LONG,1,1,1.0,0.001680672268907557,0.001680672268907557
0.0125,TTD,LONG,2,1,0.5,-0.0006858704287028283,-0.0013717408574056567
0.0125,J,LONG,1,0,0.0,-0.0017972417840376176,-0.0017972417840376176
0.0125,TMO,LONG,1,0,0.0,-0.0024630541871921707,-0.0024630541871921707
0.0125,IQV,LONG,1,0,0.0,-0.002772141407790696,-0.002772141407790696
0.0125,CHRW,LONG,1,0,0.0,-0.002783686546390385,-0.002783686546390385
0.0125,APA,SHORT,1,0,0.0,-0.003098853424232857,-0.003098853424232857
0.0125,RVTY,LONG,1,0,0.0,-0.004141689373296953,-0.004141689373296953
0.0125,GNRC,LONG,2,1,0.5,-0.004443819036559216,-0.008887638073118431
0.0125,IBKR,LONG,1,0,0.0,-0.005251798561150989,-0.005251798561150989
0.0125,CBOE,SHORT,1,0,0.0,-0.006994861594563281,-0.006994861594563281
0.0125,LDOS,LONG,1,0,0.0,-0.007496420248757629,-0.007496420248757629
0.0125,VST,SHORT,1,0,0.0,-0.008737571557698205,-0.008737571557698205
0.0125,DELL,LONG,1,0,0.0,-0.009246306595243725,-0.009246306595243725
0.0125,ODFL,LONG,1,0,0.0,-0.009547636066578158,-0.009547636066578158
0.0125,CVNA,SHORT,1,0,0.0,-0.009698078682525181,-0.009698078682525181
0.0125,COST,SHORT,1,0,0.0,-0.010752361570938139,-0.010752361570938139
0.0125,FLEX,LONG,1,0,0.0,-0.011463917525773248,-0.011463917525773248
0.0125,BIIB,SHORT,1,0,0.0,-0.013234430866108215,-0.013234430866108215
0.0125,BLK,LONG,1,0,0.0,-0.013710793119825038,-0.013710793119825038
0.0125,TPR,LONG,1,0,0.0,-0.014237690330235253,-0.014237690330235253
0.0125,ZBRA,LONG,1,0,0.0,-0.014403661491519393,-0.014403661491519393
0.0125,AZO,LONG,1,0,0.0,-0.014670734945831598,-0.014670734945831598
0.0125,GRMN,LONG,1,0,0.0,-0.01868280119373711,-0.01868280119373711
0.0125,TGT,LONG,1,0,0.0,-0.02259312029310001,-0.02259312029310001
0.0125,LITE,LONG,1,0,0.0,-0.022658099425092892,-0.022658099425092892
0.0125,MRVL,SHORT,1,0,0.0,-0.023670668953687742,-0.023670668953687742
0.0125,RCL,LONG,1,0,0.0,-0.02762356127285026,-0.02762356127285026
0.0125,ANET,SHORT,1,0,0.0,-0.03091798517159663,-0.03091798517159663
0.015,SNDK,SHORT,1,1,1.0,0.06651914140296533,0.06651914140296533
0.015,LITE,SHORT,2,2,1.0,0.06177407377262216,0.12354814754524432
0.015,GLW,SHORT,1,1,1.0,0.05457097736444994,0.05457097736444994
0.015,PSKY,SHORT,1,1,1.0,0.05088852988691444,0.05088852988691444
0.015,COHR,SHORT,2,2,1.0,0.048980880794028785,0.09796176158805757
0.015,TEL,SHORT,1,1,1.0,0.045569907092680745,0.045569907092680745
0.015,RDDT,LONG,1,1,1.0,0.04498009254277391,0.04498009254277391
0.015,WDAY,LONG,1,1,1.0,0.041939711664482404,0.041939711664482404
0.015,BBY,LONG,1,1,1.0,0.038132295719844445,0.038132295719844445
0.015,STLD,LONG,1,1,1.0,0.036928087408730326,0.036928087408730326
0.015,MCHP,SHORT,1,1,1.0,0.03533091632899694,0.03533091632899694
0.015,NCLH,SHORT,1,1,1.0,0.03393351800554014,0.03393351800554014
0.015,CIEN,SHORT,1,1,1.0,0.03262854792266564,0.03262854792266564
0.015,MOS,SHORT,1,1,1.0,0.029715762273901797,0.029715762273901797
0.015,MET,LONG,1,1,1.0,0.02818311874105861,0.02818311874105861
0.015,AKAM,LONG,1,1,1.0,0.02798641835579785,0.02798641835579785
0.015,GDDY,LONG,1,1,1.0,0.02728266812465807,0.02728266812465807
0.015,BLDR,SHORT,1,1,1.0,0.026952667244102616,0.026952667244102616
0.015,COHR,LONG,1,1,1.0,0.026329548849716167,0.026329548849716167
0.015,ALB,LONG,1,1,1.0,0.02585830892890506,0.02585830892890506
0.015,ELV,SHORT,1,1,1.0,0.02565411180293294,0.02565411180293294
0.015,BX,LONG,2,2,1.0,0.025651324068752812,0.051302648137505624
0.015,NRG,SHORT,1,1,1.0,0.025568613160851527,0.025568613160851527
0.015,APH,SHORT,1,1,1.0,0.02542827509745722,0.02542827509745722
0.015,KEY,LONG,1,1,1.0,0.02425180598555232,0.02425180598555232
0.015,FISV,LONG,1,1,1.0,0.024196167586878925,0.024196167586878925
0.015,ON,SHORT,1,1,1.0,0.0241379310344828,0.0241379310344828
0.015,CRM,LONG,1,1,1.0,0.02249038656142499,0.02249038656142499
0.015,WFC,LONG,1,1,1.0,0.02160376159613686,0.02160376159613686
0.015,LYB,LONG,1,1,1.0,0.020597400623242335,0.020597400623242335
0.015,HLT,LONG,1,1,1.0,0.01966004505426988,0.01966004505426988
0.015,PRU,LONG,1,1,1.0,0.019531660191116185,0.019531660191116185
0.015,APTV,LONG,1,1,1.0,0.01948962422882783,0.01948962422882783
0.015,APP,LONG,1,1,1.0,0.019144578068912343,0.019144578068912343
0.015,HPE,LONG,1,1,1.0,0.019072286319755216,0.019072286319755216
0.015,CDW,LONG,1,1,1.0,0.018643168930771337,0.018643168930771337
0.015,BAC,LONG,1,1,1.0,0.018010471204188416,0.018010471204188416
0.015,MAR,LONG,1,1,1.0,0.017946380865574874,0.017946380865574874
0.015,USB,LONG,1,1,1.0,0.01650485436893212,0.01650485436893212
0.015,KKR,LONG,1,1,1.0,0.016136211885154683,0.016136211885154683
0.015,GPN,LONG,1,1,1.0,0.014609203798392922,0.014609203798392922
0.015,VRSK,LONG,1,1,1.0,0.014455169764203246,0.014455169764203246
0.015,BEN,LONG,1,1,1.0,0.01410355486862458,0.01410355486862458
0.015,SWKS,SHORT,1,1,1.0,0.014051317856519458,0.014051317856519458
0.015,XYZ,LONG,2,2,1.0,0.013819483133862276,0.027638966267724552
0.015,ABNB,LONG,1,1,1.0,0.013541270445036169,0.013541270445036169
0.015,COF,LONG,1,1,1.0,0.013226085078816618,0.013226085078816618
0.015,ROK,SHORT,1,1,1.0,0.01232697832332194,0.01232697832332194
0.015,TER,LONG,1,1,1.0,0.012225548902195404,0.012225548902195404
0.015,CF,SHORT,1,1,1.0,0.011470653871903689,0.011470653871903689
0.015,PNC,LONG,1,1,1.0,0.010988471915624354,0.010988471915624354
0.015,PYPL,LONG,1,1,1.0,0.010650887573964374,0.010650887573964374
0.015,HST,LONG,1,1,1.0,0.010518012095713791,0.010518012095713791
0.015,CPAY,LONG,1,1,1.0,0.009957919758440292,0.009957919758440292
0.015,CVNA,LONG,1,1,1.0,0.008619594894913929,0.008619594894913929
0.015,SOLV,SHORT,1,1,1.0,0.005551261330897281,0.005551261330897281
0.015,MGM,LONG,1,1,1.0,0.0049421067495059035,0.0049421067495059035
0.015,DOW,LONG,1,1,1.0,0.0033172496984319455,0.0033172496984319455
0.015,WDC,SHORT,1,1,1.0,0.0025983951089033506,0.0025983951089033506
0.015,CMG,LONG,1,1,1.0,0.002553191489361728,0.002553191489361728
0.015,VTRS,LONG,1,1,1.0,0.001680672268907557,0.001680672268907557
0.015,TTD,LONG,2,1,0.5,-0.0006858704287028283,-0.0013717408574056567
0.015,TMO,LONG,1,0,0.0,-0.0024630541871921707,-0.0024630541871921707
0.015,IQV,LONG,1,0,0.0,-0.002772141407790696,-0.002772141407790696
0.015,CHRW,LONG,1,0,0.0,-0.002783686546390385,-0.002783686546390385
0.015,APA,SHORT,1,0,0.0,-0.003098853424232857,-0.003098853424232857
0.015,RVTY,LONG,1,0,0.0,-0.004141689373296953,-0.004141689373296953
0.015,GNRC,LONG,2,1,0.5,-0.004443819036559216,-0.008887638073118431
0.015,IBKR,LONG,1,0,0.0,-0.005251798561150989,-0.005251798561150989
0.015,VST,SHORT,1,0,0.0,-0.008737571557698205,-0.008737571557698205
0.015,DELL,LONG,1,0,0.0,-0.009246306595243725,-0.009246306595243725
0.015,ODFL,LONG,1,0,0.0,-0.009547636066578158,-0.009547636066578158
0.015,CVNA,SHORT,1,0,0.0,-0.009698078682525181,-0.009698078682525181
0.015,COST,SHORT,1,0,0.0,-0.010752361570938139,-0.010752361570938139
0.015,FLEX,LONG,1,0,0.0,-0.011463917525773248,-0.011463917525773248
0.015,BIIB,SHORT,1,0,0.0,-0.013234430866108215,-0.013234430866108215
0.015,BLK,LONG,1,0,0.0,-0.013710793119825038,-0.013710793119825038
0.015,AZO,LONG,1,0,0.0,-0.014670734945831598,-0.014670734945831598
0.015,GRMN,LONG,1,0,0.0,-0.01868280119373711,-0.01868280119373711
0.015,TGT,LONG,1,0,0.0,-0.02259312029310001,-0.02259312029310001
0.015,LITE,LONG,1,0,0.0,-0.022658099425092892,-0.022658099425092892
0.015,MRVL,SHORT,1,0,0.0,-0.023670668953687742,-0.023670668953687742
0.015,RCL,LONG,1,0,0.0,-0.02762356127285026,-0.02762356127285026
0.015,ANET,SHORT,1,0,0.0,-0.03091798517159663,-0.03091798517159663
