bias_threshold,reversal_threshold,entry_mode,trading_date,symbol,event_bias,trade_direction,prior_relative_return,opening_return_10m,entry_price,exit_price,trade_return,result
0.025,0.0025,threshold_only,2026-03-06,COST,SHORT,SHORT,-0.028569855860630655,0.01836081509402754,984.76,998.31,-0.013759697794386403,LOSS
0.025,0.0025,threshold_only,2026-03-06,CPAY,LONG,LONG,0.028409471154139165,-0.009674166509106907,314.27,314.41,0.00044547681929563154,WIN
0.025,0.0025,threshold_only,2026-03-06,CRM,LONG,LONG,0.03833435096065485,-0.008529419057300869,199.935,202.085,0.010753494885837878,WIN
0.025,0.0025,threshold_only,2026-03-06,CSGP,LONG,LONG,0.09835707305470542,-0.012177502579979405,47.86,48.4,0.011282908483075671,WIN
0.025,0.0025,threshold_only,2026-03-06,CTSH,LONG,LONG,0.03332475493539433,-0.0053586465589833265,64.965,66.275,0.020164704071423012,WIN
0.025,0.0025,threshold_only,2026-03-06,CVNA,LONG,LONG,0.03145352892506326,-0.01194798746237169,318.38,317.695,-0.002151517055091423,LOSS
0.025,0.0025,threshold_only,2026-03-06,DE,SHORT,SHORT,-0.04553942896950203,0.0050625983443934874,587.64,589.755,-0.00359914233204004,LOSS
0.025,0.0025,threshold_only,2026-03-06,DG,SHORT,SHORT,-0.040469405254865864,0.011387484088485333,146.99,146.29,0.004762228723042499,WIN
0.025,0.0025,threshold_only,2026-03-06,DLTR,SHORT,SHORT,-0.05951020892595826,0.005777816685634152,114.89,115.8,-0.007920619723213479,LOSS
0.025,0.0025,threshold_only,2026-03-06,DOW,LONG,LONG,0.03441532483230736,-0.03479749001711352,33.84,33.27,-0.016843971631205656,LOSS
0.025,0.0025,threshold_only,2026-03-06,EBAY,LONG,LONG,0.049416729086755984,-0.005135135135135083,92.025,92.735,0.007715294756859503,WIN
0.025,0.0025,threshold_only,2026-03-06,ESS,LONG,LONG,0.03503746031431887,-0.011143810084363381,252.01,255.14,0.01242014205785491,WIN
0.025,0.0025,threshold_only,2026-03-06,EXPE,LONG,LONG,0.1353658943158731,-0.010096449825569453,241.19,249.74,0.0354492308968033,WIN
0.025,0.0025,threshold_only,2026-03-06,FFIV,LONG,LONG,0.06265486093412198,-0.0028105069722190734,276.75,286.21,0.03418247515808481,WIN
0.025,0.0025,threshold_only,2026-03-06,FISV,LONG,LONG,0.058739545645962954,-0.0054853326973528516,62.55,63.07,0.008313349320543617,WIN
0.025,0.0025,threshold_only,2026-03-06,FLEX,LONG,LONG,0.06045369181897353,-0.024567641829642772,60.35,59.93,-0.006959403479701809,LOSS
0.025,0.0025,threshold_only,2026-03-06,FOX,LONG,LONG,0.027062521624126035,-0.004883546205860401,52.98,54.32,0.02529256323140805,WIN
0.025,0.0025,threshold_only,2026-03-06,FOXA,LONG,LONG,0.03816326606127496,-0.014217197670435167,57.55,59.8,0.039096437880104196,WIN
0.025,0.0025,threshold_only,2026-03-06,FTNT,LONG,LONG,0.08562112953058132,-0.0033275892804088825,83.865,83.67,-0.002325165444464261,LOSS
0.025,0.0025,threshold_only,2026-03-06,GDDY,LONG,LONG,0.07147381115258145,-0.010821578550662347,91.865,93.945,0.022641920209002242,WIN
0.025,0.0025,threshold_only,2026-03-06,GNRC,LONG,LONG,0.039224602613703974,-0.016158883826879245,207.315,204.015,-0.01591780623688599,LOSS
0.025,0.0025,threshold_only,2026-03-06,GPN,LONG,LONG,0.049960385082088665,-0.005007153075822668,76.505,76.395,-0.0014378145219267058,LOSS
0.025,0.0025,threshold_only,2026-03-06,HCA,LONG,LONG,0.03321544014727418,-0.009183923885753176,524.865,532.665,0.01486096424794936,WIN
0.025,0.0025,threshold_only,2026-03-06,HII,SHORT,SHORT,-0.031133475099232033,0.004011783866641139,419.195,429.06,-0.02353320053912859,LOSS
0.025,0.0025,threshold_only,2026-03-06,HLT,LONG,LONG,0.03664597398477687,-0.02063827310372346,294.45,298.74,0.014569536423841178,WIN
0.025,0.0025,threshold_only,2026-03-06,HOOD,LONG,LONG,0.09841791627330432,-0.00865162778774664,77.345,77.06,-0.003684788932704075,LOSS
0.025,0.0025,threshold_only,2026-03-06,HST,LONG,LONG,0.03372252201128467,-0.023226135783562918,19.135,19.215,0.004180820486020309,WIN
0.025,0.0025,threshold_only,2026-03-06,IBM,LONG,LONG,0.09288156339902298,-0.010924697619976609,253.5,258.81,0.020946745562130165,WIN
0.025,0.0025,threshold_only,2026-03-06,INTC,LONG,LONG,0.06906131254952919,-0.004140091753384811,44.5,43.43,-0.024044943820224707,LOSS
0.025,0.0025,threshold_only,2026-03-06,INTU,LONG,LONG,0.14977198150522275,-0.0063998634695793255,465.76,481.34,0.03345070422535201,WIN
0.025,0.0025,threshold_only,2026-03-06,IQV,LONG,LONG,0.028150690829380487,-0.018795422270487028,176.19,174.47,-0.009762188546455497,LOSS
0.025,0.0025,threshold_only,2026-03-06,KDP,SHORT,SHORT,-0.08308238823307657,0.004301075268817289,28.02,28.26,-0.008565310492505425,LOSS
0.025,0.0025,threshold_only,2026-03-06,KKR,LONG,LONG,0.12629610124907287,-0.03740728797162207,89.55,91.31,0.019653824678950382,WIN
0.025,0.0025,threshold_only,2026-03-06,KLAC,SHORT,SHORT,-0.03502725410463803,0.005117759388924226,1381.66,1344.045,0.027224498067541947,WIN
0.025,0.0025,threshold_only,2026-03-06,LITE,SHORT,SHORT,-0.066322308278705,0.010942651042856744,619.445,558.225,0.09883040463640844,WIN
0.025,0.0025,threshold_only,2026-03-06,LRCX,SHORT,SHORT,-0.046675620130333106,0.007687068210567416,207.12,199.25,0.037997296253379706,WIN
0.025,0.0025,threshold_only,2026-03-06,LYB,LONG,LONG,0.10842734654134589,-0.007715133531157381,66.88,67.14,0.0038875598086125507,WIN
0.025,0.0025,threshold_only,2026-03-06,MA,LONG,LONG,0.03574205057129065,-0.006077156813723561,516.82,522.22,0.010448512054487047,WIN
0.025,0.0025,threshold_only,2026-03-06,MAR,LONG,LONG,0.02665372484567663,-0.01985146002798588,318.71,323.88,0.016221643500360816,WIN
0.025,0.0025,threshold_only,2026-03-06,MET,LONG,LONG,0.0387225356525247,-0.017721518987341645,69.84,71.87,0.02906643757159233,WIN
0.025,0.0025,threshold_only,2026-03-06,META,LONG,LONG,0.038277318310478314,-0.011600802716887904,640.285,644.8,0.007051547357817212,WIN
0.025,0.0025,threshold_only,2026-03-06,MGM,LONG,LONG,0.05947986213801015,-0.0190555095277547,35.52,35.585,0.001829954954954971,WIN
0.025,0.0025,threshold_only,2026-03-06,MKC,SHORT,SHORT,-0.07349088834093642,0.006230769230769262,65.405,64.86,0.008332696277043066,WIN
0.025,0.0025,threshold_only,2026-03-06,MOS,SHORT,SHORT,-0.07020753686991044,0.004132231404958553,26.73,26.31,0.01571268237934911,WIN
0.025,0.0025,threshold_only,2026-03-06,MRVL,SHORT,SHORT,-0.05126109394666434,0.03328595119639899,87.23,89.52,-0.02625243608850157,LOSS
0.025,0.0025,threshold_only,2026-03-06,NFLX,LONG,LONG,0.046808946469584445,-0.0067917693816975655,98.71,99.01,0.003039205754229668,WIN
0.025,0.0025,threshold_only,2026-03-06,NTAP,LONG,LONG,0.059389119802681245,-0.003449310137972339,99.675,101.08,0.014095811387007773,WIN
0.025,0.0025,threshold_only,2026-03-06,OXY,SHORT,SHORT,-0.06233019108224547,0.007285806511112991,54.61,54.185,0.007782457425379915,WIN
0.025,0.0025,threshold_only,2026-03-06,PCG,SHORT,SHORT,-0.03284161798908236,0.0033277870216306127,18.09,18.155,-0.003593145384190231,LOSS
0.025,0.0025,threshold_only,2026-03-06,PNC,LONG,LONG,0.030445037062837965,-0.014271250180801331,204.45,206.09,0.008021521154316424,WIN
0.025,0.0025,threshold_only,2026-03-06,PRU,LONG,LONG,0.029341168942671247,-0.015193798449612439,95.28,97.09,0.01899664147774982,WIN
0.025,0.0025,threshold_only,2026-03-06,PTC,LONG,LONG,0.05056073902857916,-0.004714093302314204,162.57,162.62,0.000307559820385217,WIN
0.025,0.0025,threshold_only,2026-03-06,PYPL,LONG,LONG,0.0852381550154735,-0.0026438240270727498,47.155,46.97,-0.003923231894815027,LOSS
0.025,0.0025,threshold_only,2026-03-06,Q,SHORT,SHORT,-0.04496217573481842,0.010026857654431343,112.82,110.115,0.023976245346569742,WIN
0.025,0.0025,threshold_only,2026-03-06,RF,LONG,LONG,0.03520231817780006,-0.010063361908311586,26.56,27.03,0.017695783132530174,WIN
0.025,0.0025,threshold_only,2026-03-06,RJF,LONG,LONG,0.032407378714955026,-0.009274324764074304,152.225,152.065,-0.0010510757102972779,LOSS
0.025,0.0025,threshold_only,2026-03-06,ROP,LONG,LONG,0.05704348159084871,-0.003575425093479634,365.08,367.45,0.006491727840473249,WIN
0.025,0.0025,threshold_only,2026-03-06,RVTY,LONG,LONG,0.0531342226433289,-0.007865287162162171,93.975,91.37,-0.027720138334663358,LOSS
0.025,0.0025,threshold_only,2026-03-06,SBUX,LONG,LONG,0.03086449823933557,-0.0030857848179386416,96.92,99.0,0.02146099876186547,WIN
0.025,0.0025,threshold_only,2026-03-06,TMO,LONG,LONG,0.027964802651347043,-0.012422662360403125,507.595,502.2,-0.010628552290704252,LOSS
0.025,0.0025,threshold_only,2026-03-06,TSLA,LONG,LONG,0.045570091080502806,-0.006604970051609205,395.555,396.63,0.0027177004462084486,WIN
0.025,0.0025,threshold_only,2026-03-06,TTWO,LONG,LONG,0.026164136988156672,-0.006566515495087022,210.29,211.45,0.005516191925436287,WIN
0.025,0.0025,threshold_only,2026-03-06,TYL,LONG,LONG,0.04603171542514772,-0.00681178534038529,365.24,374.39,0.02505202058920153,WIN
0.025,0.0025,threshold_only,2026-03-06,URI,LONG,LONG,0.06106606819844185,-0.010479969093596053,806.82,809.82,0.0037183014798840563,WIN
0.025,0.0025,threshold_only,2026-03-06,VRSN,LONG,LONG,0.052091222106218416,-0.008286716206061584,237.555,243.87,0.026583317547515195,WIN
0.025,0.0025,threshold_only,2026-03-06,VRT,LONG,LONG,0.04357718281678147,-0.005118045236916058,241.04,241.83,0.0032774643212745147,WIN
0.025,0.0025,threshold_only,2026-03-06,WDAY,LONG,LONG,0.09349165385183622,-0.010309278350515538,145.92,151.05,0.03515625000000022,WIN
0.025,0.0025,threshold_only,2026-03-06,WFC,LONG,LONG,0.0400539578234016,-0.022592152199762072,78.09,80.39,0.029453195031374113,WIN
0.025,0.0025,threshold_only,2026-03-06,WYNN,LONG,LONG,0.030267673229063652,-0.0069342709248949586,101.68,101.63,-0.0004917387883557334,LOSS
0.025,0.0025,threshold_only,2026-03-06,ZBRA,LONG,LONG,0.06385361764292052,-0.010321608930628168,223.41,219.65,-0.01683004341793115,LOSS
