trading_date,trades,wins,daily_return,win_rate
2026-03-03,36,25,0.015132166852844865,0.6944444444444444
2026-03-04,67,39,0.003805190454666519,0.582089552238806
2026-03-05,58,38,0.006880300323253181,0.6551724137931034
2026-03-06,88,66,0.010559350224414382,0.75
