symbol,trade_direction,trades,wins,win_rate,avg_return,median_return,total_return,best_trade,worst_trade,avg_prior_relative,avg_opening_10m,score
DAL,LONG,1,0,0.0,-0.0059199252219971354,-0.0059199252219971354,-0.0059199252219971354,-0.0059199252219971354,-0.0059199252219971354,0.041117014650342565,-0.00987197285207464,-0.0
TER,LONG,1,0,0.0,-0.0060108129297814505,-0.0060108129297814505,-0.0060108129297814505,-0.0060108129297814505,-0.0060108129297814505,0.027963097719319263,-0.007763119509902383,-0.0
FLEX,LONG,1,0,0.0,-0.006959403479701809,-0.006959403479701809,-0.006959403479701809,-0.006959403479701809,-0.006959403479701809,0.06045369181897353,-0.024567641829642772,-0.0
EXE,SHORT,1,0,0.0,-0.007175904069493014,-0.007175904069493014,-0.007175904069493014,-0.007175904069493014,-0.007175904069493014,-0.05743870736286438,0.0029830957905203626,-0.0
CVX,SHORT,1,0,0.0,-0.007696390658174037,-0.007696390658174037,-0.007696390658174037,-0.007696390658174037,-0.007696390658174037,-0.03931494074638864,0.010241836023379358,-0.0
PM,SHORT,1,0,0.0,-0.008531366144836053,-0.008531366144836053,-0.008531366144836053,-0.008531366144836053,-0.008531366144836053,-0.05093651762602869,0.0028802168633874636,-0.0
KDP,SHORT,1,0,0.0,-0.008565310492505425,-0.008565310492505425,-0.008565310492505425,-0.008565310492505425,-0.008565310492505425,-0.08308238823307657,0.004301075268817289,-0.0
GNRC,LONG,2,0,0.0,-0.008896565514791732,-0.008896565514791732,-0.017793131029583464,-0.0018753247926974748,-0.01591780623688599,0.04303058539990012,-0.016716784542833263,-0.0
CHRW,LONG,1,0,0.0,-0.008900140940648282,-0.008900140940648282,-0.008900140940648282,-0.008900140940648282,-0.008900140940648282,0.051853659853882794,-0.01007647788342303,-0.0
IQV,LONG,1,0,0.0,-0.009762188546455497,-0.009762188546455497,-0.009762188546455497,-0.009762188546455497,-0.009762188546455497,0.028150690829380487,-0.018795422270487028,-0.0
TMO,LONG,1,0,0.0,-0.010628552290704252,-0.010628552290704252,-0.010628552290704252,-0.010628552290704252,-0.010628552290704252,0.027964802651347043,-0.012422662360403125,-0.0
FANG,SHORT,1,0,0.0,-0.011672483835898563,-0.011672483835898563,-0.011672483835898563,-0.011672483835898563,-0.011672483835898563,-0.05317277482086791,0.00315692802204115,-0.0
ODFL,LONG,1,0,0.0,-0.01186734837468928,-0.01186734837468928,-0.01186734837468928,-0.01186734837468928,-0.01186734837468928,0.032818340189085804,-0.0025732197997567763,-0.0
BSX,SHORT,1,0,0.0,-0.012772455921143991,-0.012772455921143991,-0.012772455921143991,-0.012772455921143991,-0.012772455921143991,-0.060820265202670476,0.004462418072793239,-0.0
COST,SHORT,1,0,0.0,-0.013759697794386403,-0.013759697794386403,-0.013759697794386403,-0.013759697794386403,-0.013759697794386403,-0.028569855860630655,0.01836081509402754,-0.0
IBKR,LONG,1,0,0.0,-0.014187936689005975,-0.014187936689005975,-0.014187936689005975,-0.014187936689005975,-0.014187936689005975,0.027812881449067017,-0.012531681216558677,-0.0
VST,SHORT,2,0,0.0,-0.014862144682718154,-0.014862144682718154,-0.029724289365436307,-0.0064969055023555555,-0.023227383863080753,-0.034090866446969514,0.005487717587536856,-0.0
VRSK,LONG,1,0,0.0,-0.015198135198135176,-0.015198135198135176,-0.015198135198135176,-0.015198135198135176,-0.015198135198135176,0.027643635956796198,-0.008573871646137099,-0.0
CBOE,SHORT,1,0,0.0,-0.01585178248946562,-0.01585178248946562,-0.01585178248946562,-0.01585178248946562,-0.01585178248946562,-0.02584028495631019,0.005768486907384629,-0.0
LDOS,LONG,1,0,0.0,-0.016361511492014036,-0.016361511492014036,-0.016361511492014036,-0.016361511492014036,-0.016361511492014036,0.03272903593845333,-0.005176470588235338,-0.0
ZBRA,LONG,1,0,0.0,-0.01683004341793115,-0.01683004341793115,-0.01683004341793115,-0.01683004341793115,-0.01683004341793115,0.06385361764292052,-0.010321608930628168,-0.0
DOW,LONG,1,0,0.0,-0.016843971631205656,-0.016843971631205656,-0.016843971631205656,-0.016843971631205656,-0.016843971631205656,0.03441532483230736,-0.03479749001711352,-0.0
DELL,LONG,1,0,0.0,-0.017359818618659206,-0.017359818618659206,-0.017359818618659206,-0.017359818618659206,-0.017359818618659206,0.03327759661575547,-0.017357762777242103,-0.0
TPL,SHORT,1,0,0.0,-0.019014151391395177,-0.019014151391395177,-0.019014151391395177,-0.019014151391395177,-0.019014151391395177,-0.0314206102224992,0.010460652591171016,-0.0
WAT,SHORT,1,0,0.0,-0.019194985799627837,-0.019194985799627837,-0.019194985799627837,-0.019194985799627837,-0.019194985799627837,-0.03203473392185208,0.011040150502499957,-0.0
COHR,LONG,2,0,0.0,-0.02140523070933492,-0.02140523070933492,-0.04281046141866984,-0.010298007406101317,-0.032512454012568526,0.06605158472027861,-0.023901742344792254,-0.0
HII,SHORT,1,0,0.0,-0.02353320053912859,-0.02353320053912859,-0.02353320053912859,-0.02353320053912859,-0.02353320053912859,-0.031133475099232033,0.004011783866641139,-0.0
LITE,LONG,1,0,0.0,-0.02403332020037141,-0.02403332020037141,-0.02403332020037141,-0.02403332020037141,-0.02403332020037141,0.03532423456922551,-0.026105545886835002,-0.0
INTC,LONG,1,0,0.0,-0.024044943820224707,-0.024044943820224707,-0.024044943820224707,-0.024044943820224707,-0.024044943820224707,0.06906131254952919,-0.004140091753384811,-0.0
UAL,LONG,1,0,0.0,-0.024172410445587933,-0.024172410445587933,-0.024172410445587933,-0.024172410445587933,-0.024172410445587933,0.05020580458176083,-0.013314176245210696,-0.0
TGT,LONG,1,0,0.0,-0.024776604386677503,-0.024776604386677503,-0.024776604386677503,-0.024776604386677503,-0.024776604386677503,0.03821691406340322,-0.017557861133280173,-0.0
CVNA,SHORT,1,0,0.0,-0.02615918670964542,-0.02615918670964542,-0.02615918670964542,-0.02615918670964542,-0.02615918670964542,-0.02799337839616567,0.028990591612183092,-0.0
MRVL,SHORT,1,0,0.0,-0.02625243608850157,-0.02625243608850157,-0.02625243608850157,-0.02625243608850157,-0.02625243608850157,-0.05126109394666434,0.03328595119639899,-0.0
RVTY,LONG,1,0,0.0,-0.027720138334663358,-0.027720138334663358,-0.027720138334663358,-0.027720138334663358,-0.027720138334663358,0.0531342226433289,-0.007865287162162171,-0.0
RCL,LONG,1,0,0.0,-0.034779394468900104,-0.034779394468900104,-0.034779394468900104,-0.034779394468900104,-0.034779394468900104,0.07828522702663099,-0.02646558492541229,-0.0
ANET,SHORT,1,0,0.0,-0.04602916085000777,-0.04602916085000777,-0.04602916085000777,-0.04602916085000777,-0.04602916085000777,-0.030216423997195263,0.005772230889235619,-0.0
DLTR,SHORT,3,1,0.3333333333333333,-9.889153185516492e-05,-0.0005917159763314234,-0.00029667459556549473,0.008215661103979408,-0.007920619723213479,-0.055245137143104674,0.00404587050949079,-9.88915318551649e-05
PTC,LONG,2,1,0.5,-0.0007337216199824192,-0.0007337216199824192,-0.0014674432399648385,0.000307559820385217,-0.0017750030603500555,0.047181589247475064,-0.0037912852840530364,-0.0007337216199824192
FIX,LONG,2,1,0.5,-0.004211172407608321,-0.004211172407608321,-0.008422344815216642,0.02708839294695853,-0.03551073776217517,0.03961424238836253,-0.01379859946946077,-0.004211172407608321
TPR,LONG,2,1,0.5,-0.004481179216700104,-0.004481179216700104,-0.008962358433400208,0.00598955831011172,-0.014951916743511928,0.03148073073068314,-0.00803406415792779,-0.004481179216700104
